exercise_name,session_exercises,user_text,event_type,severity
Hip Thrust,Hip Thrust; Deadlift; Calf Raise; Lat Pulldown; Bench Press; Face Pull; Pull-Up; Incline Bench Press,gym was packed so I couldn't do dl. ran out of time so I cut calf raise. Need more rest.,none,na
Overhead Press,Incline Bench Press; Barbell Row; Face Pull; Calf Raise; Leg Press; Overhead Press,incline bnech was too light next time add weight.,none,na
Overhead Press,Lat Pulldown; Hip Thrust; Triceps Pushdown; Face Pull; Overhead Press,Everything went fine.,none,na
Leg Extension,Triceps Pushdown; Squat; Lat Pulldown; Leg Extension; Pull-Up; Calf Raise; Hamstring Curl,BTW calves too easy next time add weight. not recovered today! bad sleep today. lol,other,medium
Deadlift,Hip Thrust; Incline Bench Press; Lunge; Face Pull; Pull-Up; Leg Press; Deadlift; Squat,"Also, on back squat my form broke down.",none,na
Leg Press,Triceps Pushdown; Bench Press; Dumbbell Fly; Barbell Row; Calf Raise; Incline Bench Press; Lunge; Leg Press,bench smoked me and I failed the last rep! Will adjust next time.,none,na
Overhead Press,Lunge; Squat; Lateral Raise; Overhead Press; Barbell Row; Hip Thrust,bsq absolutely brutal and I failed the last rep.,none,na
Lunge,Romanian Deadlift; Triceps Pushdown; Barbell Row; Overhead Press; Lunge; Hamstring Curl,Note: time crunch so I cut bb row. pushdown missed reps. ngl,none,na
Calf Raise,Calf Raise; Bench Press; Leg Press; Dumbbell Curl; Lat Pulldown,Note: calves had tweak in my elbow.,pain,medium
Triceps Pushdown,Bench Press; Lunge; Triceps Pushdown; Pull-Up; Hip Thrust; Leg Extension,benchpress failed last set. stressful day today! pull-up could go heavier next time add weight. Overall ok.,none,na
Deadlift,Barbell Row; Squat; Dumbbell Fly; Lunge; Overhead Press; Deadlift,on overhead press my form broke down.,none,na
Dumbbell Fly,Dumbbell Fly; Calf Raise; Lunge; Triceps Pushdown; Hamstring Curl,Solid session.,none,na
Squat,Squat; Romanian Deadlift; Overhead Press; Dumbbell Fly; Leg Press; Deadlift; Lateral Raise; Face Pull,ran out of time so I cut db fly. on deadlift my back rounded.,none,na
Dumbbell Curl,Incline Bench Press; Overhead Press; Leg Press; Deadlift; Dumbbell Curl,BTW on overhead press my couldnt keep balance. felt gassed today. curl had tweak in my neck.,pain,high
Bench Press,Face Pull; Overhead Press; Lateral Raise; Leg Extension; Leg Press; Hip Thrust; Bench Press; Pull-Up,quad extension smoked me and I missed reps.,none,na
Calf Raise,Deadlift; Lateral Raise; Lunge; Overhead Press; Incline Bench Press; Face Pull; Calf Raise,on side raise my form broke down. incline press had tweak in my ankle!,none,na
Lunge,Lunge; Hamstring Curl; Pull-Up; Dumbbell Curl; Overhead Press; Incline Bench Press; Dumbbell Fly,All good.,none,na
Incline Bench Press,Romanian Deadlift; Squat; Incline Bench Press; Barbell Row; Hip Thrust,no cables available so I couldn't do rdl.,none,na
Incline Bench Press,Barbell Row; Calf Raise; Overhead Press; Leg Extension; Incline Bench Press; Bench Press; Lunge,incline press had pain in my ankle.,pain,low
Deadlift,Incline Bench Press; Overhead Press; Deadlift; Face Pull; Pull-Up; Calf Raise,dl smoked me.,too_heavy,high
Lateral Raise,Lunge; Hip Thrust; Leg Press; Triceps Pushdown; Lateral Raise,BTW bad sleep today. glute bridge smoked me and I failed the last rep!,other,low
Overhead Press,Triceps Pushdown; Overhead Press; Pull-Up; Face Pull; Leg Extension,"Also, rear delt was too light next time add weight.",none,na
Squat,Pull-Up; Lateral Raise; Leg Extension; Hip Thrust; Triceps Pushdown; Lat Pulldown; Squat; Calf Raise,on pulldown my form broke down.,none,na
Calf Raise,Romanian Deadlift; Dumbbell Fly; Lat Pulldown; Calf Raise; Incline Bench Press; Hamstring Curl; Leg Press; Hip Thrust,ran out of time so I cut incline bench!,none,na
Barbell Row,Hamstring Curl; Lat Pulldown; Barbell Row; Hip Thrust; Triceps Pushdown,hip thrust felt easy could increase load.,none,na
Dumbbell Curl,Incline Bench Press; Dumbbell Curl; Hip Thrust; Lateral Raise; Pull-Up,side raise was too light could increase load.,none,na
Pull-Up,Face Pull; Bench Press; Romanian Deadlift; Lat Pulldown; Pull-Up; Hip Thrust; Barbell Row,bb row had pain in my knee!,none,na
Leg Press,Face Pull; Leg Extension; Pull-Up; Hip Thrust; Triceps Pushdown; Leg Press,Everything went fine.,none,na
Calf Raise,Calf Raise; Deadlift; Hamstring Curl; Face Pull; Leg Extension,leg curl felt like warmup could increase load.,none,na
Pull-Up,Face Pull; Pull-Up; Barbell Row; Deadlift; Lateral Raise,on bb row my lost tightness.,none,na
Squat,Overhead Press; Dumbbell Curl; Squat; Calf Raise; Barbell Row; Triceps Pushdown,on bb row my back rounded.,none,na
Squat,Leg Press; Lunge; Overhead Press; Incline Bench Press; Pull-Up; Squat; Hip Thrust,rack was occupied so I couldn't do glute bridge! leg press had 4 reps in reserve! bsq felt super heavy. Overall ok.,too_heavy,medium
Deadlift,Dumbbell Curl; Lat Pulldown; Deadlift; Lateral Raise; Squat,back squat failed last set!,none,na
Squat,Lateral Raise; Barbell Row; Triceps Pushdown; Leg Extension; Squat; Face Pull,had to leave early so I cut lateral raise. tricep pushdown felt easy could increase load.,none,na
Pull-Up,Pull-Up; Hamstring Curl; Barbell Row; Calf Raise; Bench Press; Deadlift; Dumbbell Fly; Squat,barbell row absolutely brutal!,none,na
Lat Pulldown,Lat Pulldown; Deadlift; Incline Bench Press; Leg Press; Triceps Pushdown; Dumbbell Curl,"Also, on lat pulldown my technique felt off.",form,high
Calf Raise,Romanian Deadlift; Lat Pulldown; Hip Thrust; Calf Raise; Dumbbell Fly; Dumbbell Curl; Incline Bench Press,on dumbbell fly my knees caved!,none,na
Leg Extension,Lat Pulldown; Incline Bench Press; Romanian Deadlift; Deadlift; Hamstring Curl; Leg Extension; Lunge,time crunch so I cut leg curl! Overall ok.,none,na
Bench Press,Leg Extension; Overhead Press; Hip Thrust; Bench Press; Leg Press; Romanian Deadlift; Dumbbell Curl; Hamstring Curl,Note: db curl couldn't finish. benchpress felt super heavy and I failed the last rep. felt low energy today!,too_heavy,low
Barbell Row,Leg Press; Hip Thrust; Barbell Row; Leg Extension; Overhead Press; Face Pull; Romanian Deadlift; Lateral Raise,"Also, bad sleep today! Overall ok.",none,na
Lat Pulldown,Lat Pulldown; Squat; Triceps Pushdown; Deadlift; Dumbbell Curl; Hamstring Curl; Overhead Press,machine was taken so I couldn't do rope pushdown!,none,na
Lunge,Barbell Row; Incline Bench Press; Squat; Leg Press; Lunge; Dumbbell Fly; Overhead Press; Dumbbell Curl,on lunge my couldn't keep balance! Will adjust next time.,form,medium
Pull-Up,Bench Press; Pull-Up; Hip Thrust; Dumbbell Curl; Squat; Leg Press; Overhead Press,no cables available so I couldn't do biceps curl.,none,na
Overhead Press,Overhead Press; Lateral Raise; Romanian Deadlift; Hamstring Curl; Dumbbell Fly; Bench Press; Pull-Up,stressful day today. on chin-up my lost tightness!,none,na
Hamstring Curl,Romanian Deadlift; Leg Press; Bench Press; Lunge; Triceps Pushdown; Hamstring Curl,hamstring curl had aching in my wrist!,pain,medium
Leg Extension,Barbell Row; Face Pull; Leg Extension; Incline Bench Press; Calf Raise,face pull felt super heavy and I failed the last rep. Will adjust next time.,none,na
Dumbbell Fly,Romanian Deadlift; Hip Thrust; Lat Pulldown; Dumbbell Fly; Incline Bench Press; Triceps Pushdown; Squat; Lunge,lunge smoked me and I missed reps! rdl absolutely brutal.,none,na
Overhead Press,Dumbbell Fly; Overhead Press; Lateral Raise; Triceps Pushdown; Lunge; Dumbbell Curl; Face Pull,biceps curl and tricep pushdown felt too easy.,none,na
Hip Thrust,Leg Press; Squat; Overhead Press; Pull-Up; Triceps Pushdown; Dumbbell Curl; Deadlift; Hip Thrust,Everything went fine.,none,na
Dumbbell Fly,Face Pull; Lateral Raise; Triceps Pushdown; Lunge; Dumbbell Fly; Dumbbell Curl; Deadlift; Hip Thrust,Solid session. tbh,none,na
Bench Press,Deadlift; Incline Bench Press; Hamstring Curl; Bench Press; Hip Thrust,felt low energy today. short on time so I cut leg curl!,none,na
Calf Raise,Dumbbell Fly; Deadlift; Leg Extension; Incline Bench Press; Calf Raise,machine was taken so I couldn't do leg extension!,none,na
Leg Extension,Dumbbell Fly; Hip Thrust; Lunge; Leg Extension; Triceps Pushdown; Overhead Press; Deadlift; Incline Bench Press,"tricep pushdown, leg extension, and dl were super heavy and I couldn't finish all reps.",too_heavy,low
Squat,Hamstring Curl; Dumbbell Curl; Incline Bench Press; Lat Pulldown; Lateral Raise; Squat; Lunge,Everything went fine.,none,na
Dumbbell Curl,Dumbbell Curl; Hip Thrust; Hamstring Curl; Deadlift; Incline Bench Press; Pull-Up; Calf Raise,dumbbell curl too easy.,too_light,low
Leg Press,Squat; Leg Press; Lateral Raise; Calf Raise; Face Pull,not recovered today.,none,na
Lat Pulldown,Triceps Pushdown; Bench Press; Lunge; Lat Pulldown; Leg Extension; Face Pull,short on time so I cut leg extension. machine was taken so I couldn't do flat bench.,none,na
Hamstring Curl,Squat; Barbell Row; Bench Press; Hip Thrust; Overhead Press; Hamstring Curl,military press felt easy could increase load. bnechpress felt easy could increase load!,none,na
Leg Extension,Bench Press; Face Pull; Leg Extension; Calf Raise; Pull-Up; Overhead Press; Lunge; Deadlift,BTW chinup couldn't finish.,none,na
Pull-Up,Triceps Pushdown; Bench Press; Leg Extension; Lat Pulldown; Pull-Up; Calf Raise,BTW on calf raise my knees caved. Need more rest.,none,na
Dumbbell Fly,Overhead Press; Lunge; Deadlift; Squat; Dumbbell Fly; Leg Extension; Pull-Up; Leg Press,on sqaut my back rounded. pull-up felt like warmup could increase load. ngl,none,na
Pull-Up,Lat Pulldown; Incline Bench Press; Bench Press; Dumbbell Curl; Pull-Up; Hamstring Curl; Leg Press,BTW incline press too easy.,none,na
Lunge,Hamstring Curl; Lunge; Hip Thrust; Romanian Deadlift; Deadlift; Leg Extension; Dumbbell Fly,stressful day today!,none,na
Deadlift,Calf Raise; Leg Press; Deadlift; Triceps Pushdown; Dumbbell Curl; Hamstring Curl; Romanian Deadlift; Hip Thrust,hamstring curl had sharp pain in my neck!,none,na
Bench Press,Pull-Up; Deadlift; Incline Bench Press; Dumbbell Curl; Hamstring Curl; Bench Press; Overhead Press; Calf Raise,on hamstring curl my back rounded.,none,na
Squat,Calf Raise; Dumbbell Fly; Squat; Triceps Pushdown; Leg Extension; Deadlift; Lateral Raise; Dumbbell Curl,"Also, stressful day today!",none,na
Face Pull,Barbell Row; Dumbbell Curl; Incline Bench Press; Face Pull; Romanian Deadlift,"Also, not recovered today! curl smoked me and I missed reps.",none,na
Pull-Up,Incline Bench Press; Face Pull; Pull-Up; Bench Press; Leg Extension; Dumbbell Fly; Barbell Row,All good.,none,na
Hip Thrust,Pull-Up; Face Pull; Hamstring Curl; Overhead Press; Deadlift; Lateral Raise; Incline Bench Press; Hip Thrust,lateral raise absolutely brutal! Will adjust next time.,none,na
Pull-Up,Pull-Up; Dumbbell Fly; Incline Bench Press; Leg Press; Face Pull; Triceps Pushdown; Romanian Deadlift,fly was too heavy and I missed reps.,none,na
Bench Press,Face Pull; Lateral Raise; Dumbbell Fly; Incline Bench Press; Squat; Triceps Pushdown; Bench Press,tricep pushdown was too heavy and I failed the last rep. short on time so I cut db fly.,none,na
Deadlift,Pull-Up; Deadlift; Calf Raise; Triceps Pushdown; Incline Bench Press; Bench Press; Barbell Row,had to leave early so I cut benchpress. rack was occupied so I couldn't do calf raise.,none,na
Hamstring Curl,Calf Raise; Face Pull; Leg Press; Squat; Hip Thrust; Lateral Raise; Overhead Press; Hamstring Curl,"leg curl, press, and rear delt were super heavy.",too_heavy,medium
Leg Press,Barbell Row; Hip Thrust; Overhead Press; Triceps Pushdown; Leg Extension; Deadlift; Dumbbell Fly; Leg Press,Note: leg press felt super heavy. ngl,too_heavy,medium
Bench Press,Triceps Pushdown; Bench Press; Hip Thrust; Leg Press; Lateral Raise; Dumbbell Fly,on leg press my knees caved! glute bridge felt like warmup.,none,na
Triceps Pushdown,Hip Thrust; Leg Extension; Triceps Pushdown; Dumbbell Fly; Bench Press,dumbbell fly was too heavy and I missed reps. glute bridge could go heavier. bp had to stop early and I failed the last rep.,none,na
Lateral Raise,Deadlift; Incline Bench Press; Dumbbell Curl; Squat; Barbell Row; Dumbbell Fly; Lateral Raise,felt gassed today. on fly my technique felt off.,none,na
Calf Raise,Lunge; Dumbbell Curl; Hip Thrust; Lateral Raise; Romanian Deadlift; Calf Raise,BTW side raise failed last set. hip thrust missed reps.,none,na
Squat,Barbell Row; Leg Press; Hamstring Curl; Hip Thrust; Squat; Romanian Deadlift; Overhead Press,"hip thrust, squat, and leg curl felt easy.",too_light,low
Deadlift,Calf Raise; Overhead Press; Deadlift; Dumbbell Curl; Face Pull; Incline Bench Press; Romanian Deadlift; Leg Press,BTW no cables available so I couldn't do rdl.,none,na
Squat,Leg Extension; Barbell Row; Leg Press; Squat; Lat Pulldown; Pull-Up; Calf Raise; Lateral Raise,Note: back squat had felt tight in my elbow.,pain,low
Romanian Deadlift,Dumbbell Fly; Deadlift; Barbell Row; Lateral Raise; Romanian Deadlift,"side raise, bb row, and fly were too heavy and I couldn't finish all reps.",none,na
Overhead Press,Leg Extension; Lat Pulldown; Calf Raise; Lunge; Lateral Raise; Overhead Press; Incline Bench Press; Barbell Row,incline press smoked me.,none,na
Face Pull,Dumbbell Curl; Lat Pulldown; Romanian Deadlift; Overhead Press; Face Pull; Pull-Up; Leg Press; Bench Press,shoulder press had felt tight in my neck! biceps curl had aching in my hip.,none,na
Overhead Press,Incline Bench Press; Deadlift; Leg Press; Hip Thrust; Overhead Press; Leg Extension,deadlift had hurt in my hip. leg extension had aching in my neck!,none,na
Face Pull,Bench Press; Calf Raise; Barbell Row; Lat Pulldown; Face Pull,on row my couldn't keep balance!,none,na
Barbell Row,Leg Extension; Hamstring Curl; Face Pull; Incline Bench Press; Barbell Row; Dumbbell Fly; Pull-Up; Leg Press,row was too heavy and I missed reps!,too_heavy,low
Hamstring Curl,Overhead Press; Lat Pulldown; Pull-Up; Hamstring Curl; Leg Extension; Dumbbell Curl; Calf Raise; Barbell Row,pulldown had felt tight in my neck.,none,na
Pull-Up,Calf Raise; Pull-Up; Hamstring Curl; Dumbbell Fly; Incline Bench Press,fly had to stop early and I failed the last rep.,none,na
Incline Bench Press,Dumbbell Curl; Calf Raise; Dumbbell Fly; Triceps Pushdown; Bench Press; Incline Bench Press; Hip Thrust,on hip thrust my technique felt off! time crunch so I cut rope pushdown! no cables available so I couldn't do incline press.,equipment,medium
Squat,Hamstring Curl; Romanian Deadlift; Pull-Up; Hip Thrust; Squat; Calf Raise,stressful day today.,none,na
Pull-Up,Pull-Up; Calf Raise; Squat; Leg Press; Romanian Deadlift; Lat Pulldown; Leg Extension; Triceps Pushdown,romanian deadlift felt easy.,none,na
Hip Thrust,Deadlift; Incline Bench Press; Hamstring Curl; Bench Press; Hip Thrust,felt low energy today. short on time so I cut leg curl!,none,na
Calf Raise,Leg Extension; Romanian Deadlift; Dumbbell Fly; Pull-Up; Calf Raise; Lat Pulldown; Incline Bench Press,chin-up failed last set.,none,na
Leg Press,Leg Extension; Overhead Press; Bench Press; Leg Press; Face Pull; Calf Raise,press was too light could increase load! on quad extension my technique felt off! ran out of time so I cut bench.,too_light,medium
Deadlift,Pull-Up; Romanian Deadlift; Deadlift; Lateral Raise; Triceps Pushdown; Face Pull; Leg Press,had to leave early so I cut tricep pushdown. had to leave early so I cut lateral raise.,none,na
Leg Press,Squat; Pull-Up; Leg Press; Calf Raise; Hamstring Curl; Lateral Raise; Lunge,"Also, pullup felt super heavy and I failed the last rep!",none,na
Bench Press,Bench Press; Leg Extension; Hamstring Curl; Barbell Row; Dumbbell Fly; Dumbbell Curl,All good.,none,na
Hip Thrust,Leg Extension; Deadlift; Hip Thrust; Lateral Raise; Bench Press,"Felt good today, no issues.",none,na
Pull-Up,Overhead Press; Leg Extension; Deadlift; Pull-Up; Dumbbell Fly; Leg Press,leg extension felt easy could increase load.,none,na
Dumbbell Fly,Lat Pulldown; Barbell Row; Calf Raise; Bench Press; Dumbbell Fly; Lateral Raise; Lunge,fly had 4 reps in reserve next time add weight.,too_light,high
Triceps Pushdown,Lateral Raise; Dumbbell Curl; Lat Pulldown; Hamstring Curl; Dumbbell Fly; Triceps Pushdown,biceps curl had felt sketchy in my hip!,none,na
Triceps Pushdown,Triceps Pushdown; Bench Press; Barbell Row; Deadlift; Lunge,BTW felt gassed today.,other,medium
Pull-Up,Squat; Pull-Up; Bench Press; Triceps Pushdown; Lunge; Leg Extension; Calf Raise,on tricep pushdown my technique felt off. calves felt easy could increase load. benchpress couldn't finish!,none,na
Dumbbell Curl,Lateral Raise; Pull-Up; Triceps Pushdown; Leg Extension; Romanian Deadlift; Dumbbell Curl,pullup had tweak in my ankle!,none,na
Calf Raise,Overhead Press; Calf Raise; Lunge; Squat; Leg Extension,shoulder press and back squat were brutal. felt low energy today. Need more rest.,none,na
Barbell Row,Lunge; Dumbbell Curl; Barbell Row; Lat Pulldown; Leg Extension; Leg Press; Hamstring Curl,Note: ran out of time so I cut lat pull-down! Need more rest.,none,na
Leg Extension,Lateral Raise; Dumbbell Fly; Leg Extension; Barbell Row; Leg Press,row had felt tight in my ankle.,none,na
Bench Press,Face Pull; Leg Extension; Lat Pulldown; Incline Bench Press; Lunge; Lateral Raise; Bench Press,on rear delt my form broke down!,none,na
Deadlift,Barbell Row; Pull-Up; Leg Extension; Deadlift; Hip Thrust,short on time so I cut bb row. rack was occupied so I couldn't do glute bridge. Will adjust next time.,none,na
Leg Press,Bench Press; Hip Thrust; Lunge; Dumbbell Curl; Leg Press; Barbell Row; Face Pull,split squat absolutely brutal and I failed the last rep.,none,na
Hip Thrust,Triceps Pushdown; Dumbbell Fly; Lateral Raise; Bench Press; Hamstring Curl; Hip Thrust; Lat Pulldown,lat pulldown had hurt in my elbow.,none,na
